Code,Range Start,Range End,Normalized Subject,LJ Subject
RG,159,208,Gynecology & Obstetrics (RG),Health Sciences
RG,211,483,Gynecology & Obstetrics (RG),Health Sciences
RG,484,485,Gynecology & Obstetrics (RG),Health Sciences
RG,491,499,Gynecology & Obstetrics (RG),Health Sciences
RG,500,550.999,Gynecology & Obstetrics (RG),Health Sciences
RG,551,591,Gynecology & Obstetrics (RG),Health Sciences
RG,600,647.999,Gynecology & Obstetrics (RG),Health Sciences
RG,651,721,Gynecology & Obstetrics (RG),Health Sciences
RG,940,991,Gynecology & Obstetrics (RG),Health Sciences
RJ,1,47.299,Pediatrics (RJ),Health Sciences
RJ,47.401,49.999,Pediatrics (RJ),Health Sciences
RJ,50,51,Pediatrics (RJ),Health Sciences
RJ,52,53,Pediatrics (RJ),Health Sciences
RJ,101,103,Pediatrics (RJ),Health Sciences
RJ,103.001,124.999,Pediatrics (RJ),Health Sciences
RJ,125,145,Pediatrics (RJ),Health Sciences
RJ,206,235,Pediatrics (RJ),Health Sciences
RJ,242,243,Pediatrics (RJ),Health Sciences
RJ,245,247,Pediatrics (RJ),Health Sciences
RJ,251,325,Pediatrics (RJ),Health Sciences
RJ,370,498.999,Pediatrics (RJ),Health Sciences
RJ,499,507,Pediatrics (RJ),Health Sciences
RJ,507.001,550,Pediatrics (RJ),Health Sciences
RK,1,57.999,Dentistry (RK),Health Sciences
RK,301,493,Dentistry (RK),Health Sciences
RK,520,528,Dentistry (RK),Health Sciences
RK,529,535,Dentistry (RK),Health Sciences
RK,641,667,Dentistry (RK),Health Sciences
RL,95,95,Dermatology (RL),Health Sciences
RL,110,120,Dermatology (RL),Health Sciences
RL,201,331,Dermatology (RL),Health Sciences
RL,793.001,803,Dermatology (RL),Health Sciences
RM,1,137.999,"Pharmacy, Therapeutics, & Pharmacology (QP, RM, RS)",Health Sciences
RM,147,180,"Pharmacy, Therapeutics, & Pharmacology (QP, RM, RS)",Health Sciences
RM,182,190,"Pharmacy, Therapeutics, & Pharmacology (QP, RM, RS)",Health Sciences
RM,214,258,"Diet & Clinical Nutrition (RM, TX)",Health Sciences
RM,260,263,"Pharmacy, Therapeutics, & Pharmacology (QP, RM, RS)",Health Sciences
RM,265,267,"Pharmacy, Therapeutics, & Pharmacology (QP, RM, RS)",Health Sciences
RM,270,282,"Pharmacy, Therapeutics, & Pharmacology (QP, RM, RS)",Health Sciences
RM,300,666,"Pharmacy, Therapeutics, & Pharmacology (QP, RM, RS)",Health Sciences
RM,695,893,Physical Therapy & Rehabilitation (RM),Health Sciences
RM,930,931,Physical Therapy & Rehabilitation (RM),Health Sciences
RM,950,950,Physical Therapy & Rehabilitation (RM),Health Sciences
RS,1,124.999,"Pharmacy, Therapeutics, & Pharmacology (QP, RM, RS)",Health Sciences
RS,160,167,"Pharmacy, Therapeutics, & Pharmacology (QP, RM, RS)",Health Sciences
RS,167.001,188.999,"Pharmacy, Therapeutics, & Pharmacology (QP, RM, RS)",Health Sciences
RS,189,190,"Pharmacy, Therapeutics, & Pharmacology (QP, RM, RS)",Health Sciences
RS,199.001,199.999,"Pharmacy, Therapeutics, & Pharmacology (QP, RM, RS)",Health Sciences
RS,200,201,"Pharmacy, Therapeutics, & Pharmacology (QP, RM, RS)",Health Sciences
RS,356.001,399.999,"Pharmacy, Therapeutics, & Pharmacology (QP, RM, RS)",Health Sciences
RS,400,431,"Pharmacy, Therapeutics, & Pharmacology (QP, RM, RS)",Health Sciences
RT,1,88.999,Nursing (RT),Health Sciences
RT,89,120,Nursing (RT),Health Sciences
RZ,201,275,"Alternative Medicine (R, RX-RZ)",Health Sciences
RZ,301,397.5,"Alternative Medicine (R, RX-RZ)",Health Sciences
S,1,20.999,Agriculture--General (S),Agriculture
S,21,400.5,Agriculture--General (S),Agriculture
S,400.501,402.999,Agriculture--General (S),Agriculture
S,403.001,418.999,Agriculture--General (S),Agriculture
S,419,482,Agriculture--General (S),Agriculture
S,482.001,529.999,Agriculture--General (S),Agriculture
S,530,539.499,Agriculture--General (S),Agriculture
S,539.5,542.3,Agriculture--General (S),Agriculture
S,544,545.53,Agriculture--General (S),Agriculture
S,560,571.5,Agriculture--General (S),Agriculture
S,583,587.73,Agriculture--General (S),Agriculture
S,589.7,589.7,Agriculture--General (S),Agriculture
S,589.8,589.87,Agriculture--General (S),Agriculture
S,590,599.9,Agriculture--General (S),Agriculture
S,600,600.7,Agriculture--General (S),Agriculture
S,600.701,602.499,Agriculture--General (S),Agriculture
S,605.5,605.5,Agriculture--General (S),Agriculture
S,606,621.5,Agriculture--General (S),Agriculture
S,622,627,Agriculture--General (S),Agriculture
S,631,667,Agriculture--General (S),Agriculture
S,671,760.5,Agriculture--General (S),Agriculture
S,900,972,Agriculture--General (S),Agriculture
SB,1,38.999,Plant Sciences (SB),Agriculture
SB,87.001,106.999,Plant Sciences (SB),Agriculture
SB,107,109,Plant Sciences (SB),Agriculture
SB,109.7,111,Plant Sciences (SB),Agriculture
SB,113.2,118.46,Plant Sciences (SB),Agriculture
SB,119,124,Plant Sciences (SB),Agriculture
SB,126.5,126.57,Plant Sciences (SB),Agriculture
SB,129,130,Plant Sciences (SB),Agriculture
SB,183,317,Plant Sciences (SB),Agriculture
SB,317.5,319.864,Plant Sciences (SB),Agriculture
SB,320,353.5,Plant Sciences (SB),Agriculture
SB,354,380.999,Plant Sciences (SB),Agriculture
SB,387,399,Plant Sciences (SB),Agriculture
SB,421,439.8,Plant Sciences (SB),Agriculture
SB,450.9,467.8,Plant Sciences (SB),Agriculture
SB,469,476.4,Landscape Architecture (SB),Arts & Architecture
SB,599,607.999,Plant Sciences (SB),Agriculture
SB,610,615,Plant Sciences (SB),Agriculture
SB,621,795,Plant Sciences (SB),Agriculture
SB,818,945,Plant Sciences (SB),Agriculture
SB,950,950.899,Plant Sciences (SB),Agriculture
SB,950.9,970.4,Plant Sciences (SB),Agriculture
SB,974,978,Plant Sciences (SB),Agriculture
SD,11,115,Forestry (SD),Agriculture
SD,131,247.5,Forestry (SD),Agriculture
SD,250,363.3,Forestry (SD),Agriculture
SD,363.301,387.999,Forestry (SD),Agriculture
SD,391,410.9,Forestry (SD),Agriculture
SD,411,428,Forestry (SD),Agriculture
SD,561,669.5,Forestry (SD),Agriculture
SF,1,40.999,"Animal Sciences (SF, SH, SK)",Agriculture
SF,41,55,"Animal Sciences (SF, SH, SK)",Agriculture
SF,55.001,83.999,"Animal Sciences (SF, SH, SK)",Agriculture
SF,84.82,85.6,"Animal Sciences (SF, SH, SK)",Agriculture
SF,94.5,99,"Animal Sciences (SF, SH, SK)",Agriculture
SF,105,109,"Animal Sciences (SF, SH, SK)",Agriculture
SF,121.001,169.999,"Animal Sciences (SF, SH, SK)",Agriculture
SF,191,220.999,"Animal Sciences (SF, SH, SK)",Agriculture
SF,221,250,"Animal Sciences (SF, SH, SK)",Agriculture
SF,250.5,275,"Animal Sciences (SF, SH, SK)",Agriculture
SF,277,294.199,"Animal Sciences (SF, SH, SK)",Agriculture
SF,405.5,407,"Animal Sciences (SF, SH, SK)",Agriculture
SF,451,455,"Animal Sciences (SF, SH, SK)",Agriculture
SF,481,507,"Animal Sciences (SF, SH, SK)",Agriculture
SF,521,539.8,"Animal Sciences (SF, SH, SK)",Agriculture
SF,600,756.499,Veterinary Medicine (SF),Agriculture
SF,756.5,769.5,Veterinary Medicine (SF),Agriculture
SF,769.501,780.199,Veterinary Medicine (SF),Agriculture
SF,780.2,780.7,Veterinary Medicine (SF),Agriculture
SF,781,809,Veterinary Medicine (SF),Agriculture
SF,810,810,Veterinary Medicine (SF),Agriculture
SF,811,909,Veterinary Medicine (SF),Agriculture
SF,910,910,Veterinary Medicine (SF),Agriculture
SF,911,914.299,Veterinary Medicine (SF),Agriculture
SF,915,919.5,Veterinary Medicine (SF),Agriculture
SF,951,997.5,Veterinary Medicine (SF),Agriculture
SH,1,20.299,"Animal Sciences (SF, SH, SK)",Agriculture
SH,33,134.6,"Animal Sciences (SF, SH, SK)",Agriculture
SH,134.601,137.999,"Animal Sciences (SF, SH, SK)",Agriculture
SH,138,138,"Animal Sciences (SF, SH, SK)",Agriculture
SH,151,170.999,"Animal Sciences (SF, SH, SK)",Agriculture
SH,171,179,"Animal Sciences (SF, SH, SK)",Agriculture
SH,219,321,"Animal Sciences (SF, SH, SK)",Agriculture
SH,328,329,"Animal Sciences (SF, SH, SK)",Agriculture
SH,329.001,333.999,"Animal Sciences (SF, SH, SK)",Agriculture
SH,334.9,336.5,"Animal Sciences (SF, SH, SK)",Agriculture
SH,343.2,343.3,"Animal Sciences (SF, SH, SK)",Agriculture
SH,346,351,"Animal Sciences (SF, SH, SK)",Agriculture
SH,365,380.92,"Animal Sciences (SF, SH, SK)",Agriculture
SH,388.7,391.5,"Animal Sciences (SF, SH, SK)",Agriculture
SK,351,579,"Animal Sciences (SF, SH, SK)",Agriculture
T,10.5,11.9,Technology--General (T),Technology
T,12.501,54.999,Technology--General (T),Technology
T,55,55.3,Technology--General (T),Technology
T,55.4,57.599,"Industrial & Management Engineering (T, TS)",Engineering
T,57.6,57.97,"Industrial & Management Engineering (T, TS)",Engineering
T,57.971,58.399,"Industrial & Management Engineering (T, TS)",Engineering
T,58.5,58.599,"Industrial & Management Engineering (T, TS)",Engineering
T,58.6,58.62,"Industrial & Management Engineering (T, TS)",Engineering
T,58.621,58.64,"Industrial & Management Engineering (T, TS)",Engineering
T,59.5,59.5,"Industrial & Management Engineering (T, TS)",Engineering
T,59.7,59.77,"Industrial & Management Engineering (T, TS)",Engineering
T,61,173,Technology--General (T),Technology
T,173.2,174.5,Technology--General (T),Technology
T,174.501,174.999,Technology--General (T),Technology
T,175,178,Technology--General (T),Technology
T,201,342,Technology--General (T),Technology
T,351,385,Technology--General (T),Technology
T,391,995,Technology--General (T),Technology
TA,1,163.999,"Civil Engineering (TA, TD, TH)",Engineering
TA,164,164,"Civil Engineering (TA, TD, TH)",Engineering
TA,165,165,"Civil Engineering (TA, TD, TH)",Engineering
TA,166,167,"Civil Engineering (TA, TD, TH)",Engineering
TA,168,168,"Civil Engineering (TA, TD, TH)",Engineering
TA,168.001,169.999,"Civil Engineering (TA, TD, TH)",Engineering
TA,170,171,"Environmental Engineering (TA, TD)",Engineering
TA,174,174,"Civil Engineering (TA, TD, TH)",Engineering
TA,177.4,185,"Civil Engineering (TA, TD, TH)",Engineering
TA,190,194,"Civil Engineering (TA, TD, TH)",Engineering
TA,215.001,328.999,"Civil Engineering (TA, TD, TH)",Engineering
TA,329,348,"Civil Engineering (TA, TD, TH)",Engineering
TA,349,359,"Civil Engineering (TA, TD, TH)",Engineering
TA,365,367,"Civil Engineering (TA, TD, TH)",Engineering
TA,367.001,400.999,"Civil Engineering (TA, TD, TH)",Engineering
TA,401,492,"Civil Engineering (TA, TD, TH)",Engineering
TA,501,625,"Civil Engineering (TA, TD, TH)",Engineering
TA,630,695,"Civil Engineering (TA, TD, TH)",Engineering
TA,703,712,"Civil Engineering (TA, TD, TH)",Engineering
TA,712.001,714.999,"Civil Engineering (TA, TD, TH)",Engineering
TA,800,820,"Civil Engineering (TA, TD, TH)",Engineering
TA,1001,1280,"Civil Engineering (TA, TD, TH)",Engineering
TA,1501,1820,"Civil Engineering (TA, TD, TH)",Engineering
TA,2001,2040,"Civil Engineering (TA, TD, TH)",Engineering
TC,1,159.999,Hydraulic Engineering (TC),Engineering
TC,160,181,Hydraulic Engineering (TC),Engineering
TC,203,380,Hydraulic Engineering (TC),Engineering
TC,401,506,Hydraulic Engineering (TC),Engineering
TC,530,537,Hydraulic Engineering (TC),Engineering
TC,801,978,Hydraulic Engineering (TC),Engineering
TC,1501,1800,Ocean Engineering (TC),Engineering
TD,1,158.999,"Environmental Engineering (TA, TD)",Engineering
TD,159,168,"Civil Engineering (TA, TD, TH)",Engineering
TD,169,171.8,"Environmental Engineering (TA, TD)",Engineering
TD,171.801,171.999,"Environmental Engineering (TA, TD)",Engineering
TD,172,193.5,"Environmental Engineering (TA, TD)",Engineering
TD,194,195,"Environmental Engineering (TA, TD)",Engineering
TD,201,418.999,"Environmental Engineering (TA, TD)",Engineering
TD,419,428,"Environmental Engineering (TA, TD)",Engineering
TD,429.5,480.7,"Environmental Engineering (TA, TD)",Engineering
TD,783,812.5,"Environmental Engineering (TA, TD)",Engineering
TD,878,894,"Environmental Engineering (TA, TD)",Engineering
TD,896,899,"Environmental Engineering (TA, TD)",Engineering
TD,920,934,"Environmental Engineering (TA, TD)",Engineering
TD,1020,1066,"Environmental Engineering (TA, TD)",Engineering
TE,206,209.5,Transportation Engineering (TE-TG),Engineering
TE,210,228.3,Transportation Engineering (TE-TG),Engineering
TE,250,278.8,Transportation Engineering (TE-TG),Engineering
TF,501,668,Transportation Engineering (TE-TG),Engineering
TF,1300,1620,Transportation Engineering (TE-TG),Engineering
TG,1,470,Transportation Engineering (TE-TG),Engineering
TH,1,844.999,"Civil Engineering (TA, TD, TH)",Engineering
TH,1000,1725,"Civil Engineering (TA, TD, TH)",Engineering
TH,4021,4977,"Civil Engineering (TA, TD, TH)",Engineering
TH,6014,6081,"Civil Engineering (TA, TD, TH)",Engineering
TH,7005,7699,"Civil Engineering (TA, TD, TH)",Engineering
TH,7700,7975,"Civil Engineering (TA, TD, TH)",Engineering
TH,9025,9745,"Civil Engineering (TA, TD, TH)",Engineering
TJ,1,163.129,Mechanical Engineering (TJ),Engineering
TJ,163.13,163.25,Mechanical Engineering (TJ),Engineering
TJ,163.26,163.5,Mechanical Engineering (TJ),Engineering
TJ,163.501,169.999,Mechanical Engineering (TJ),Engineering
TJ,210.2,211.47,Mechanical Engineering (TJ),Engineering
TJ,211.471,211.999,Mechanical Engineering (TJ),Engineering
TJ,212,225,Mechanical Engineering (TJ),Engineering
TJ,255,265,Mechanical Engineering (TJ),Engineering
TJ,266,267.5,Mechanical Engineering (TJ),Engineering
TJ,751,805,Mechanical Engineering (TJ),Engineering
TJ,807,830,Mechanical Engineering (TJ),Engineering
TJ,836,927,Mechanical Engineering (TJ),Engineering
TJ,927.001,939.999,Mechanical Engineering (TJ),Engineering
TJ,940,940.5,Mechanical Engineering (TJ),Engineering
TJ,1040,1119,Mechanical Engineering (TJ),Engineering
TJ,1125,1345,Mechanical Engineering (TJ),Engineering
TK,1,300.999,Electrical Engineering (TK),Engineering
TK,399.001,451.999,Electrical Engineering (TK),Engineering
TK,452,454.4,Electrical Engineering (TK),Engineering
TK,1001,1841,Electrical Engineering (TK),Engineering
TK,2000,2891,Electrical Engineering (TK),Engineering
TK,2896,2985,Electrical Engineering (TK),Engineering
TK,3001,3521,Electrical Engineering (TK),Engineering
TK,4001,4102,Electrical Engineering (TK),Engineering
TK,4125,4399,Electrical Engineering (TK),Engineering
TK,5101,6720,Electrical Engineering (TK),Engineering
TK,7800,7884.999,Electrical Engineering (TK),Engineering
TK,7885,7895,Electrical Engineering (TK),Engineering
TK,8300,8360,Electrical Engineering (TK),Engineering
TK,9001,9401,Electrical Engineering (TK),Engineering
TL,1,484,Aeronautics Engineering & Astronautics (TL),Engineering
TL,500,777,Aeronautics Engineering & Astronautics (TL),Engineering
TL,780,785.8,Aeronautics Engineering & Astronautics (TL),Engineering
TL,787,4050,Aeronautics Engineering & Astronautics (TL),Engineering
TN,1,262.999,Mining Engineering & Metallurgy (TN),Engineering
TN,263,271,Mining Engineering & Metallurgy (TN),Engineering
TN,275,325,Mining Engineering & Metallurgy (TN),Engineering
TN,400,580,Mining Engineering & Metallurgy (TN),Engineering
TN,600,799,Mining Engineering & Metallurgy (TN),Engineering
TN,799.5,948,Mining Engineering & Metallurgy (TN),Engineering
TP,1,154.999,Chemical Engineering (TP),Engineering
TP,155,156,Chemical Engineering (TP),Engineering
TP,156.001,199.999,Chemical Engineering (TP),Engineering
TP,200,248,Chemical Engineering (TP),Engineering
TP,248.13,248.65,Chemical Engineering (TP),Engineering
TP,250,261,Chemical Engineering (TP),Engineering
TP,267.5,301,Chemical Engineering (TP),Engineering
TP,315,360,Chemical Engineering (TP),Engineering
TP,360.001,367.999,Chemical Engineering (TP),Engineering
TP,368,456,Chemical Engineering (TP),Engineering
TP,480,498,Chemical Engineering (TP),Engineering
TP,500,660,Chemical Engineering (TP),Engineering
TP,660.001,669.999,Chemical Engineering (TP),Engineering
TP,670,689.999,Chemical Engineering (TP),Engineering
TP,690,692.5,Chemical Engineering (TP),Engineering
TP,785,869,Chemical Engineering (TP),Engineering
TP,875,888,Chemical Engineering (TP),Engineering
TP,890,933,Chemical Engineering (TP),Engineering
TP,934,945,Chemical Engineering (TP),Engineering
TP,945.001,1079.999,Chemical Engineering (TP),Engineering
TP,1080,1185,Chemical Engineering (TP),Engineering
TR,1,249.999,"Visual Arts (N, NB-NK, TR)",Arts & Architecture
TR,624,835,"Visual Arts (N, NB-NK, TR)",Arts & Architecture
TR,845,899,"Visual Arts (N, NB-NK, TR)",Arts & Architecture
TS,155,194,"Industrial & Management Engineering (T, TS)",Engineering
TS,195,198.8,"Industrial & Management Engineering (T, TS)",Engineering
TS,200,770,"Industrial & Management Engineering (T, TS)",Engineering
TS,800,839.999,"Industrial & Management Engineering (T, TS)",Engineering
TS,920,937,"Industrial & Management Engineering (T, TS)",Engineering
TS,940,1047,"Industrial & Management Engineering (T, TS)",Engineering
TS,1080,1268,"Industrial & Management Engineering (T, TS)",Engineering
TS,1300,1865,"Industrial & Management Engineering (T, TS)",Engineering
TS,1870,1935,"Industrial & Management Engineering (T, TS)",Engineering
TS,1950,1982,"Industrial & Management Engineering (T, TS)",Engineering
TS,2120,2159,"Industrial & Management Engineering (T, TS)",Engineering
TT,490,695,Arts & Crafts (TT),Arts & Architecture
TX,341,641,"Diet & Clinical Nutrition (RM, TX)",Food Science
TX,901,946.5,"Business (HD-HG, TX)",Business & Economics
U,21,22.3,Military & Naval Science (U-V),Military & Naval Science
U,27,43,Military & Naval Science (U-V),Military & Naval Science
U,161,163,Military & Naval Science (U-V),Military & Naval Science
U,168,168,Military & Naval Science (U-V),Military & Naval Science
U,325.001,399.999,Military & Naval Science (U-V),Military & Naval Science
U,799,897,Military & Naval Science (U-V),Military & Naval Science
UA,10,20.999,Military & Naval Science (U-V),Military & Naval Science
UA,21,885,Military & Naval Science (U-V),Military & Naval Science
UB,250,271,Military & Naval Science (U-V),Military & Naval Science
UF,560,780,Military & Naval Science (U-V),Military & Naval Science
UG,474.001,489.999,Military & Naval Science (U-V),Military & Naval Science
UG,1100,1435,Military & Naval Science (U-V),Military & Naval Science
UH,201,515,Military & Naval Science (U-V),Military & Naval Science
V,178.001,199.999,Military & Naval Science (U-V),Military & Naval Science
V,210,214.5,Military & Naval Science (U-V),Military & Naval Science
VK,588,597,Military & Naval Science (U-V),Military & Naval Science
VM,595,974.999,Military & Naval Science (U-V),Military & Naval Science
Z,102.5,104.5,Library & Information Science (Z),Library Science
Z,105,115.5,Library & Information Science (Z),Library Science
Z,278,549,Library & Information Science (Z),Library Science
Z,665,667.999,Library & Information Science (Z),Library Science
Z,668,669.7,Library & Information Science (Z),Library Science
Z,669.701,671.999,Library & Information Science (Z),Library Science
Z,672,672,Library & Information Science (Z),Library Science
Z,672.001,674.699,Library & Information Science (Z),Library Science
Z,675,675,Library & Information Science (Z),Library Science
Z,678,678.88,Library & Information Science (Z),Library Science
Z,678.9,678.9,Library & Information Science (Z),Library Science
Z,678.901,678.999,Library & Information Science (Z),Library Science
Z,683,683.5,Library & Information Science (Z),Library Science
Z,688,688,Library & Information Science (Z),Library Science
Z,688.5,688.5,Library & Information Science (Z),Library Science
Z,689,689.8,Library & Information Science (Z),Library Science
Z,691,692,Library & Information Science (Z),Library Science
Z,693,695.83,Library & Information Science (Z),Library Science
Z,696,697,Library & Information Science (Z),Library Science
Z,699,699.5,Library & Information Science (Z),Library Science
Z,700.9,701.5,Library & Information Science (Z),Library Science
Z,703.6,703.6,Library & Information Science (Z),Library Science
Z,719,723,Library & Information Science (Z),Library Science
Z,729,875,Library & Information Science (Z),Library Science
Z,881,977,Library & Information Science (Z),Library Science
Z,987,996.3,Library & Information Science (Z),Library Science
Z,1003,1003.5,Library & Information Science (Z),Library Science
Z,1003.801,1010.999,Library & Information Science (Z),Library Science
Z,1035,1035.9,Library & Information Science (Z),Library Science
Z,1037,1039,Library & Information Science (Z),Library Science
Z,1215,1363,Library & Information Science (Z),Library Science
Z,5051,7999,Library & Information Science (Z),Library Science
ZA,3038,3149.999,Library & Information Science (Z),Library Science
ZA,4050,4149.999,Library & Information Science (Z),Library Science
